Date,Rate
6/20/2017,57.9585
6/21/2017,58.5786
6/22/2017,60
6/23/2017,60.1482
6/24/2017,59.6564
6/27/2017,59.0014
6/28/2017,58.8843
6/29/2017,59.5415
6/30/2017,59.0855
7/1/2017,59.3862
7/4/2017,58.9695
7/5/2017,59.2295
7/6/2017,59.5787
7/7/2017,60.2426
7/8/2017,60.3792
7/11/2017,60.3014
7/12/2017,60.7397
7/13/2017,60.6227
7/14/2017,60.1836
7/15/2017,59.8806
7/18/2017,59.0657
7/19/2017,59.3705
7/20/2017,59.2418
7/21/2017,59.0823
7/22/2017,58.9325
7/25/2017,59.6572
7/26/2017,59.8185
7/27/2017,59.9102
7/28/2017,59.4102
7/29/2017,59.5436
8/1/2017,60.0633
8/2/2017,59.8454
8/3/2017,60.5819
8/4/2017,60.7503
8/5/2017,60.3281
8/8/2017,60.0605
8/9/2017,59.9886
8/10/2017,59.9611
8/11/2017,59.9298
8/12/2017,60.1873
8/15/2017,59.799
8/16/2017,59.9266
8/17/2017,59.6521
8/18/2017,59.249
8/19/2017,59.3612
8/22/2017,59.1409
8/23/2017,59.0396
8/24/2017,59.1312
8/25/2017,59.1397
8/26/2017,59.1476
8/29/2017,58.5469
8/30/2017,58.532
8/31/2017,58.7306
9/1/2017,58.5454
9/2/2017,58.0557
9/5/2017,57.7817
9/6/2017,57.8503
9/7/2017,57.3387
9/8/2017,57.1411
9/9/2017,56.9966
9/12/2017,57.1694
9/13/2017,57.2656
9/14/2017,57.6679
9/15/2017,57.7706
9/16/2017,57.5336
9/19/2017,57.6242
9/20/2017,58.0993
9/21/2017,58.129
9/22/2017,58.2242
9/23/2017,57.6527
9/26/2017,57.566
9/27/2017,57.5186
9/28/2017,58.0102
9/29/2017,58.4255
9/30/2017,58.0169
10/3/2017,57.8134
10/4/2017,57.9375
10/5/2017,57.7832
10/6/2017,57.5811
10/7/2017,57.7612
10/10/2017,58.3151
10/11/2017,58.0713
10/12/2017,57.921
10/13/2017,57.6869
10/14/2017,57.6196
10/17/2017,57.0861
10/18/2017,57.3392
10/19/2017,57.2721
10/20/2017,57.5706
10/21/2017,57.5118
10/24/2017,57.4706
10/25/2017,57.5852
10/26/2017,57.614
10/27/2017,57.7643
10/28/2017,58.0833
10/31/2017,57.8716
11/1/2017,58.1179
11/2/2017,58.1557
11/3/2017,58.0869
11/4/2017,58.4296
11/8/2017,58.4557
11/9/2017,59.248
11/10/2017,59.2527
11/11/2017,59.2808
11/14/2017,59.1823
11/15/2017,59.6207
11/16/2017,60.249
11/17/2017,59.9898
11/18/2017,59.6325
11/21/2017,59.2746
11/22/2017,59.4604
11/23/2017,59.0061
11/24/2017,58.4622
11/25/2017,58.5318
11/28/2017,58.2773
11/29/2017,58.4125
11/30/2017,58.3311
12/1/2017,58.5814
12/2/2017,58.5182
12/5/2017,58.9911
12/6/2017,58.6924
12/7/2017,58.9281
12/8/2017,59.2948
12/9/2017,59.2811
12/12/2017,59.2348
12/13/2017,58.837
12/14/2017,59.1446
12/15/2017,58.7082
12/16/2017,58.8987
12/19/2017,58.694
12/20/2017,58.6117
